customer_id,customer_name,email,region,customer_segment,last_order_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,rfm_segment,priority,crm_action
C006292,Riya Kulkarni,c006292@mail.com,Central,Consumer,2025-12-04,28,8,373152.06,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015397,Kabir Das,c015397@mail.com,West,Consumer,2025-11-29,33,7,373019.39,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002135,Meera Saxena,c002135@mail.com,East,Consumer,2025-11-21,41,8,372939.32,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004211,Arjun Nair,c004211@mail.com,West,Consumer,2025-12-18,14,6,372866.4,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018837,Nitya Verma,c018837@mail.com,North,Consumer,2025-09-17,106,6,372808.26,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C017359,Neha Roy,c017359@mail.com,East,Consumer,2025-12-01,31,7,372702.56999999995,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018022,Nitya Khan,c018022@mail.com,West,Consumer,2025-12-21,11,5,372652.32,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014497,Arjun Khan,c014497@mail.com,Central,Consumer,2025-08-20,134,8,372588.82,2,5,3,253,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011962,Neha Singh,c011962@mail.com,North,Consumer,2025-12-28,4,10,372578.70999999996,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008021,Nitya Reddy,c008021@mail.com,North,Consumer,2025-11-10,52,7,372537.12,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015425,Aditya Singh,c015425@mail.com,East,Consumer,2025-07-06,179,6,372526.21,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019687,Anaya Sharma,c019687@mail.com,East,Consumer,2025-12-19,13,8,372477.42,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016980,Arjun Das,c016980@mail.com,Central,Consumer,2025-06-04,211,7,372465.8,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C005232,Aarav Saxena,c005232@mail.com,Central,Corporate,2025-04-13,263,9,372391.5,1,5,3,153,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C010881,Kiara Chopra,c010881@mail.com,North,Consumer,2025-12-11,21,5,372350.98,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012561,Nikhil Roy,c012561@mail.com,South,Consumer,2025-11-27,35,6,372213.25,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017503,Saanvi Nair,c017503@mail.com,North,Home Office,2025-07-24,161,6,372194.41,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C004933,Rahul Nair,c004933@mail.com,West,Consumer,2025-11-14,48,7,372185.25,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015020,Rahul Yadav,c015020@mail.com,South,Consumer,2025-12-12,20,7,371936.89,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009073,Aarav Saxena,c009073@mail.com,West,Consumer,2025-12-02,30,6,371897.70999999996,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008084,Nitya Malhotra,c008084@mail.com,East,Home Office,2025-11-29,33,6,371829.95999999996,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013992,Riya Yadav,c013992@mail.com,North,Consumer,2025-08-19,135,6,371825.04000000004,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C008176,Riya Chopra,c008176@mail.com,Central,Consumer,2025-06-04,211,8,371790.56,1,5,3,153,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C018843,Rohan Jain,c018843@mail.com,South,Consumer,2025-12-27,5,6,371653.65,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007012,Rohan Patel,c007012@mail.com,Central,Corporate,2025-11-11,51,8,371592.38999999996,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009156,Aditya Patel,c009156@mail.com,Central,Consumer,2025-12-12,20,7,371590.78,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000099,Saanvi Singh,c000099@mail.com,North,Consumer,2025-11-10,52,7,371516.99,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018322,Nitya Das,c018322@mail.com,East,Consumer,2025-12-21,11,7,371408.42,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011121,Varun Bose,c011121@mail.com,Central,Consumer,2025-12-21,11,5,371376.64,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C006153,Aarav Mehta,c006153@mail.com,South,Consumer,2025-12-09,23,6,371308.54,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005763,Isha Verma,c005763@mail.com,West,Corporate,2025-12-07,25,5,371305.73,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014564,Rohan Malhotra,c014564@mail.com,West,Corporate,2025-12-23,9,6,371261.89,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017965,Meera Reddy,c017965@mail.com,South,Corporate,2025-12-23,9,6,371234.24,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009756,Neha Bose,c009756@mail.com,South,Corporate,2025-11-29,33,9,371218.83,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004564,Kabir Bose,c004564@mail.com,West,Corporate,2025-12-10,22,6,371210.27999999997,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004213,Vivaan Das,c004213@mail.com,South,Home Office,2025-11-29,33,7,371071.57000000007,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005613,Nitya Singh,c005613@mail.com,South,Home Office,2025-12-21,11,7,371060.66,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015813,Kabir Das,c015813@mail.com,South,Corporate,2025-08-27,127,9,371021.64999999997,2,5,3,253,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C003731,Anaya Patel,c003731@mail.com,Central,Corporate,2025-12-25,7,7,370994.52,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011491,Aditya Nair,c011491@mail.com,North,Home Office,2025-12-14,18,8,370988.27,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014454,Diya Malhotra,c014454@mail.com,East,Home Office,2025-11-12,50,6,370756.91,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015401,Vivaan Verma,c015401@mail.com,South,Consumer,2025-11-18,44,6,370699.23,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012917,Kabir Gupta,c012917@mail.com,East,Corporate,2025-11-27,35,7,370673.64,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019079,Nitya Bhat,c019079@mail.com,North,Consumer,2025-08-12,142,6,370451.63,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C018538,Tanvi Jain,c018538@mail.com,West,Corporate,2025-12-08,24,5,370445.03,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015306,Aarav Das,c015306@mail.com,West,Home Office,2025-12-11,21,11,370395.33,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013673,Pooja Das,c013673@mail.com,North,Consumer,2025-12-03,29,9,370359.05,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C001503,Aarav Yadav,c001503@mail.com,South,Consumer,2025-05-14,232,7,370270.03,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C015880,Rahul Iyer,c015880@mail.com,West,Consumer,2025-11-26,36,5,370218.41,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007372,Rohan Mehta,c007372@mail.com,West,Consumer,2025-11-27,35,6,370163.33999999997,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011474,Arjun Roy,c011474@mail.com,North,Consumer,2025-12-14,18,5,370130.06,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012623,Kabir Jain,c012623@mail.com,West,Consumer,2025-12-10,22,6,370011.68,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C001151,Saanvi Iyer,c001151@mail.com,North,Corporate,2025-12-18,14,6,370009.26,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015534,Rahul Bose,c015534@mail.com,Central,Consumer,2025-11-18,44,6,369954.56,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019966,Rohan Saxena,c019966@mail.com,West,Corporate,2025-04-05,271,7,369952.73,1,5,3,153,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C010101,Arjun Jain,c010101@mail.com,Central,Home Office,2025-12-17,15,6,369909.53,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010141,Nikhil Nair,c010141@mail.com,North,Consumer,2025-07-28,157,7,369813.81,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C017724,Arjun Bhat,c017724@mail.com,South,Corporate,2025-12-03,29,5,369649.51,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011630,Arjun Mehta,c011630@mail.com,West,Home Office,2025-12-30,2,6,369623.74,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011588,Neha Patel,c011588@mail.com,North,Corporate,2025-11-26,36,9,369497.79000000004,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010580,Aarav Singh,c010580@mail.com,North,Consumer,2025-12-14,18,7,369455.65,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015745,Kabir Saxena,c015745@mail.com,North,Consumer,2025-12-07,25,12,369389.48,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014834,Tanvi Reddy,c014834@mail.com,South,Corporate,2025-07-12,173,6,369367.43000000005,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C012984,Anaya Verma,c012984@mail.com,East,Corporate,2025-06-18,197,7,369255.84,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011893,Varun Yadav,c011893@mail.com,East,Consumer,2025-11-26,36,7,369162.81999999995,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017464,Arjun Patel,c017464@mail.com,South,Consumer,2025-12-30,2,6,369144.02,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012707,Tanvi Jain,c012707@mail.com,South,Home Office,2025-11-19,43,5,368988.67,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014126,Tanvi Gupta,c014126@mail.com,Central,Consumer,2025-08-24,130,6,368927.56,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019784,Aditya Malhotra,c019784@mail.com,South,Corporate,2025-06-22,193,6,368679.44,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019539,Meera Chopra,c019539@mail.com,North,Consumer,2025-11-22,40,6,368674.07,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007548,Aditya Nair,c007548@mail.com,North,Consumer,2025-12-12,20,6,368597.36,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005691,Diya Bose,c005691@mail.com,East,Consumer,2025-12-21,11,5,368591.98,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018601,Neha Gupta,c018601@mail.com,Central,Corporate,2025-04-17,259,6,368578.48,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C015542,Nitya Mehta,c015542@mail.com,East,Corporate,2025-08-18,136,9,368572.51,2,5,3,253,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C007224,Anaya Patel,c007224@mail.com,North,Consumer,2025-11-16,46,5,368525.47,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015189,Varun Patel,c015189@mail.com,South,Consumer,2025-07-31,154,6,368512.16,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C005373,Isha Iyer,c005373@mail.com,North,Consumer,2025-12-07,25,5,368509.49,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012057,Tanvi Verma,c012057@mail.com,South,Consumer,2025-12-20,12,5,368338.26,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011404,Varun Patel,c011404@mail.com,North,Consumer,2025-09-09,114,6,368247.64,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C012991,Vivaan Verma,c012991@mail.com,East,Consumer,2025-08-15,139,6,367970.14,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C015481,Rohan Verma,c015481@mail.com,North,Consumer,2025-11-16,46,7,367968.20999999996,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008617,Pooja Iyer,c008617@mail.com,East,Consumer,2025-11-12,50,9,367857.7,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012010,Saanvi Singh,c012010@mail.com,South,Corporate,2025-12-27,5,7,367769.09,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010838,Pooja Malhotra,c010838@mail.com,West,Consumer,2025-11-10,52,5,367668.64999999997,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000349,Diya Gupta,c000349@mail.com,East,Consumer,2025-12-05,27,8,367584.51,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014613,Aarav Khan,c014613@mail.com,South,Consumer,2025-12-24,8,6,367573.39,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008353,Anaya Jain,c008353@mail.com,West,Corporate,2025-12-11,21,6,367494.82,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010964,Varun Jain,c010964@mail.com,West,Consumer,2025-05-25,221,6,367453.42,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C003562,Arjun Das,c003562@mail.com,East,Consumer,2025-12-18,14,7,367439.13,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009786,Diya Mehta,c009786@mail.com,East,Consumer,2025-11-11,51,5,367395.26,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004846,Varun Iyer,c004846@mail.com,South,Corporate,2025-11-11,51,6,367309.82,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014352,Anaya Reddy,c014352@mail.com,West,Consumer,2025-12-21,11,5,367255.89,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018848,Kabir Das,c018848@mail.com,Central,Consumer,2025-05-19,227,6,367216.66000000003,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C009174,Rohan Nair,c009174@mail.com,North,Consumer,2025-07-02,183,6,367174.17,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C010517,Nikhil Khan,c010517@mail.com,North,Consumer,2025-12-06,26,9,367108.39,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016147,Nikhil Verma,c016147@mail.com,North,Consumer,2025-12-03,29,6,367105.31,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008786,Isha Malhotra,c008786@mail.com,South,Consumer,2025-12-14,18,6,367081.63,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010732,Isha Bose,c010732@mail.com,North,Consumer,2025-08-22,132,6,367069.24000000005,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C009820,Diya Sharma,c009820@mail.com,Central,Corporate,2025-11-28,34,5,367035.86,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009973,Kiara Reddy,c009973@mail.com,Central,Corporate,2025-08-12,142,6,366940.72,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C013748,Isha Mehta,c013748@mail.com,South,Corporate,2025-12-24,8,5,366706.59,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004978,Isha Sharma,c004978@mail.com,North,Home Office,2025-12-21,11,5,366672.56,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009178,Vivaan Reddy,c009178@mail.com,East,Consumer,2025-08-29,125,8,366572.24,2,5,3,253,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019082,Neha Mehta,c019082@mail.com,North,Home Office,2025-02-10,325,7,366482.36,1,5,3,153,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019140,Varun Malhotra,c019140@mail.com,West,Consumer,2025-12-05,27,6,366391.0,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018558,Isha Mehta,c018558@mail.com,South,Consumer,2025-05-12,234,6,366312.66000000003,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019648,Tanvi Verma,c019648@mail.com,South,Consumer,2025-03-19,288,6,366121.39,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C002947,Nikhil Kulkarni,c002947@mail.com,South,Consumer,2025-12-20,12,8,366081.91,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009746,Diya Iyer,c009746@mail.com,West,Consumer,2025-12-30,2,11,365843.99,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007065,Neha Malhotra,c007065@mail.com,South,Corporate,2025-12-15,17,5,365703.3,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011356,Varun Yadav,c011356@mail.com,North,Consumer,2025-08-20,134,8,365636.95999999996,2,5,3,253,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C007207,Diya Saxena,c007207@mail.com,East,Consumer,2025-11-13,49,8,365596.16,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008406,Riya Singh,c008406@mail.com,West,Consumer,2025-08-19,135,6,365521.58999999997,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C017783,Vivaan Verma,c017783@mail.com,South,Corporate,2025-12-05,27,6,365484.83,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019576,Rohan Reddy,c019576@mail.com,North,Consumer,2025-12-24,8,5,365436.36000000004,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011257,Pooja Roy,c011257@mail.com,South,Consumer,2025-12-14,18,6,365431.85000000003,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008747,Saanvi Roy,c008747@mail.com,West,Consumer,2025-12-21,11,6,365408.39,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016158,Pooja Patel,c016158@mail.com,Central,Corporate,2025-08-03,151,6,365298.07,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C015461,Riya Bhat,c015461@mail.com,West,Consumer,2025-04-30,246,7,365282.23000000004,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C010892,Aditya Malhotra,c010892@mail.com,South,Consumer,2025-11-29,33,6,365278.16000000003,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C006271,Anaya Jain,c006271@mail.com,East,Consumer,2025-12-13,19,5,365250.54000000004,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C003894,Anaya Khan,c003894@mail.com,East,Consumer,2025-12-21,11,8,365219.19,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007083,Nitya Sharma,c007083@mail.com,West,Consumer,2025-11-26,36,9,365124.56,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009310,Meera Reddy,c009310@mail.com,West,Consumer,2025-08-19,135,7,365090.73,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C015164,Isha Jain,c015164@mail.com,South,Consumer,2025-11-20,42,7,365071.18,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005568,Anaya Chopra,c005568@mail.com,North,Consumer,2025-11-14,48,6,365060.8,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018279,Anaya Singh,c018279@mail.com,North,Consumer,2025-11-23,39,9,365053.59,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C001761,Riya Patel,c001761@mail.com,South,Consumer,2025-11-30,32,9,365041.18,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007031,Isha Bose,c007031@mail.com,North,Consumer,2025-11-10,52,8,365003.85,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009581,Rohan Jain,c009581@mail.com,West,Consumer,2025-12-03,29,5,364984.97,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018954,Diya Yadav,c018954@mail.com,North,Consumer,2025-06-07,208,7,364979.43,1,5,3,153,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C018832,Isha Das,c018832@mail.com,West,Consumer,2025-11-30,32,7,364957.87,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016819,Isha Jain,c016819@mail.com,Central,Consumer,2025-09-02,121,7,364952.8,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C018204,Meera Jain,c018204@mail.com,North,Corporate,2025-12-22,10,5,364898.80000000005,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012470,Vivaan Iyer,c012470@mail.com,North,Home Office,2025-12-09,23,6,364738.87999999995,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008735,Isha Mehta,c008735@mail.com,West,Consumer,2025-12-22,10,9,364728.43000000005,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019119,Kiara Kulkarni,c019119@mail.com,West,Consumer,2025-11-12,50,5,364662.43,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018589,Rohan Nair,c018589@mail.com,North,Consumer,2025-12-31,1,5,364654.96,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017759,Aarav Khan,c017759@mail.com,South,Home Office,2025-12-31,1,6,364631.38,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011228,Rohan Khan,c011228@mail.com,West,Consumer,2025-12-04,28,8,364615.69999999995,4,5,3,453,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008296,Nitya Iyer,c008296@mail.com,South,Corporate,2025-12-31,1,10,364598.26,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002763,Arjun Reddy,c002763@mail.com,North,Consumer,2025-12-22,10,7,364572.07,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002092,Rohan Kulkarni,c002092@mail.com,West,Consumer,2025-07-27,158,8,364503.85000000003,2,5,3,253,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C005440,Tanvi Gupta,c005440@mail.com,North,Consumer,2025-12-09,23,6,364363.38,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002566,Nikhil Chopra,c002566@mail.com,South,Consumer,2025-12-12,20,6,364363.26,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004871,Arjun Gupta,c004871@mail.com,South,Consumer,2025-11-23,39,7,364326.54,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009512,Meera Singh,c009512@mail.com,South,Consumer,2025-12-26,6,5,364323.29000000004,5,3,3,533,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009936,Pooja Saxena,c009936@mail.com,South,Consumer,2025-09-14,109,6,364287.9,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C009949,Diya Mehta,c009949@mail.com,East,Home Office,2025-08-27,127,6,364116.38,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C006697,Rahul Malhotra,c006697@mail.com,South,Consumer,2025-09-09,114,7,364052.58,2,4,3,243,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C007497,Pooja Bhat,c007497@mail.com,South,Corporate,2025-11-26,36,6,364030.35000000003,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016903,Anaya Roy,c016903@mail.com,East,Consumer,2025-12-22,10,6,363960.47,5,4,3,543,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019290,Isha Singh,c019290@mail.com,North,Consumer,2025-12-31,1,8,363925.57,5,5,3,553,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005994,Meera Roy,c005994@mail.com,Central,Corporate,2025-12-04,28,6,363863.15,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007725,Nikhil Reddy,c007725@mail.com,West,Corporate,2025-12-05,27,7,363840.88,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011300,Neha Reddy,c011300@mail.com,West,Consumer,2025-05-27,219,6,363834.69,1,4,3,143,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C015593,Vivaan Kulkarni,c015593@mail.com,East,Home Office,2025-11-30,32,5,363806.24,4,3,3,433,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000688,Saanvi Iyer,c000688@mail.com,Central,Corporate,2025-11-22,40,7,363741.76,4,4,3,443,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
