"order_id","order_date","customer_id","customer_name","region"
"O001093","2024-08-19","C00245","Rahul Gupta","East"
"O001094","2024-07-31","C00120","Isha Jain","South"
"O001095","2024-04-08","C00436","Arjun Gupta","South"
"O001096","2025-08-04","C00232","Arjun Reddy","South"
"O001097","2024-10-17","C00208","Kabir Gupta","North"
"O001098","2024-03-16","C00083","Anaya Nair","Central"
"O001099","2025-03-31","C00001","Diya Sharma","South"
"O001100","2025-05-21","C00090","Isha Nair","West"
"O001101","2024-12-16","C00124","Rahul Verma","Central"
"O001102","2025-12-24","C00352","Kiara Jain","East"
"O001103","2025-10-04","C00052","Meera Mehta","Central"
"O001104","2024-09-09","C00231","Aarav Jain","West"
"O001105","2025-02-11","C00407","Neha Verma","North"
"O001106","2024-03-26","C00290","Aarav Khan","South"
"O001107","2025-04-20","C00499","Diya Nair","South"
"O001108","2025-08-30","C00005","Meera Sharma","Central"
"O001109","2024-08-31","C00183","Diya Khan","South"
"O001110","2024-09-11","C00157","Anaya Singh","North"
"O001111","2025-08-15","C00114","Neha Jain","Central"
"O001112","2025-04-29","C00314","Rahul Das","South"
"O001113","2025-09-15","C00461","Rahul Singh","South"
"O001114","2025-03-17","C00150","Neha Iyer","Central"
"O001115","2024-04-13","C00484","Aarav Das","East"
"O001116","2024-06-07","C00446","Meera Iyer","Central"
"O001117","2024-07-30","C00074","Arjun Gupta","South"
"O001118","2025-08-09","C00141","Kabir Verma","North"
"O001119","2025-05-30","C00493","Kiara Patel","East"
"O001120","2024-12-22","C00308","Meera Gupta","Central"
"O001121","2025-12-08","C00415","Anaya Verma","South"
"O001122","2025-08-24","C00012","Neha Nair","West"
"O001123","2025-12-17","C00005","Meera Sharma","Central"
"O001124","2025-01-26","C00004","Kiara Iyer","East"
"O001125","2025-09-29","C00475","Isha Mehta","South"
"O001126","2025-12-05","C00267","Meera Mehta","West"
"O001127","2025-04-19","C00216","Kiara Verma","West"
"O001128","2024-02-17","C00014","Isha Reddy","North"
"O001129","2025-08-01","C00068","Neha Mehta","North"
"O001130","2025-09-17","C00458","Isha Gupta","West"
"O001131","2024-10-27","C00496","Rohan Reddy","West"
"O001132","2025-09-11","C00069","Isha Gupta","North"
"O001133","2024-08-01","C00036","Kabir Mehta","East"
"O001134","2025-12-15","C00241","Anaya Reddy","South"
"O001135","2025-04-17","C00053","Vivaan Nair","South"
"O001136","2024-05-22","C00306","Anaya Sharma","South"
"O001137","2025-08-18","C00435","Neha Sharma","West"
"O001138","2025-01-20","C00033","Vivaan Mehta","North"
"O001139","2024-06-04","C00170","Aarav Gupta","West"
"O001140","2025-07-22","C00259","Vivaan Sharma","East"
"O001141","2024-01-05","C00238","Anaya Nair","West"
"O001142","2024-08-11","C00398","Kabir Sharma","South"
"O001143","2024-05-04","C00092","Neha Sharma","East"
"O001144","2024-06-10","C00436","Arjun Gupta","South"
"O001145","2025-06-11","C00078","Neha Singh","Central"
"O001146","2025-03-04","C00367","Kiara Patel","Central"
"O001147","2025-08-13","C00143","Kabir Iyer","West"
"O001148","2024-06-14","C00059","Aarav Patel","South"
"O001149","2024-05-09","C00043","Neha Patel","South"
"O001150","2025-03-10","C00175","Meera Jain","South"
"O001151","2025-04-23","C00367","Kiara Patel","Central"
"O001152","2024-10-10","C00354","Rahul Verma","East"
"O001153","2024-11-03","C00476","Neha Reddy","South"
"O001154","2025-05-14","C00228","Isha Khan","South"
"O001155","2025-03-04","C00250","Aarav Nair","North"
"O001156","2024-08-16","C00391","Meera Patel","Central"
"O001157","2025-11-03","C00294","Meera Sharma","South"
"O001158","2024-09-02","C00363","Vivaan Iyer","North"
"O001159","2024-07-03","C00135","Kiara Mehta","North"
"O001160","2024-12-09","C00162","Neha Sharma","North"
"O001161","2025-05-21","C00112","Arjun Mehta","West"
"O001162","2024-06-29","C00142","Vivaan Iyer","East"
"O001163","2025-09-23","C00182","Vivaan Das","East"
"O001164","2025-11-04","C00296","Kabir Iyer","South"
"O001165","2025-09-27","C00421","Aarav Singh","West"
"O001166","2025-08-02","C00409","Diya Verma","North"
"O001167","2024-09-03","C00268","Aarav Mehta","North"
"O001168","2025-03-04","C00123","Neha Khan","North"
"O001169","2025-07-03","C00058","Diya Das","North"
"O001170","2025-03-29","C00314","Rahul Das","South"
"O001171","2025-11-14","C00222","Arjun Das","East"
"O001172","2025-06-08","C00462","Anaya Verma","Central"
"O001173","2024-04-06","C00303","Kabir Patel","North"
"O001174","2025-01-02","C00034","Isha Gupta","East"
"O001175","2025-08-12","C00180","Neha Patel","East"
"O001176","2024-12-16","C00365","Rahul Patel","North"
"O001177","2024-04-19","C00239","Vivaan Reddy","South"
"O001178","2025-08-17","C00375","Kabir Iyer","North"
"O001179","2024-06-17","C00232","Arjun Reddy","South"
"O001180","2025-09-30","C00257","Diya Iyer","South"
"O001181","2025-04-12","C00353","Anaya Mehta","South"
"O001182","2025-09-20","C00009","Anaya Sharma","South"
"O001183","2025-03-24","C00120","Isha Jain","South"
"O001184","2025-07-24","C00414","Rahul Nair","East"
"O001185","2024-10-24","C00369","Diya Patel","Central"
"O001186","2024-03-27","C00187","Rahul Sharma","North"
"O001187","2025-12-03","C00340","Rohan Khan","East"
"O001188","2024-02-26","C00245","Rahul Gupta","East"
"O001189","2025-06-21","C00254","Kabir Verma","West"
"O001190","2025-05-23","C00376","Rahul Khan","North"
"O001191","2024-06-24","C00191","Neha Sharma","North"
"O001192","2025-08-08","C00194","Kiara Khan","North"
"O001193","2025-06-15","C00490","Isha Iyer","East"
"O001194","2025-10-09","C00139","Anaya Iyer","West"
"O001195","2025-02-17","C00017","Diya Nair","East"
"O001196","2025-01-29","C00259","Vivaan Sharma","East"
"O001197","2025-09-20","C00073","Kabir Nair","North"
"O001198","2024-02-09","C00032","Rahul Das","West"
"O001199","2024-07-11","C00200","Arjun Nair","North"
"O001200","2025-04-11","C00313","Kabir Khan","South"
"O001201","2025-09-11","C00092","Neha Sharma","East"
"O001202","2025-02-20","C00473","Anaya Reddy","North"
"O001203","2025-04-24","C00339","Anaya Singh","West"
"O001204","2025-05-01","C00356","Neha Iyer","East"
"O001205","2025-04-24","C00140","Meera Reddy","South"
"O001206","2024-12-22","C00077","Anaya Verma","North"
"O001207","2025-02-09","C00056","Rohan Reddy","South"
"O001208","2025-03-23","C00318","Arjun Sharma","North"
"O001209","2024-07-28","C00393","Aarav Iyer","West"
"O001210","2025-08-02","C00176","Anaya Gupta","North"
"O001211","2025-04-30","C00415","Anaya Verma","South"
"O001212","2025-03-09","C00485","Vivaan Iyer","East"
"O001213","2024-09-13","C00186","Diya Reddy","East"
"O001214","2025-12-21","C00488","Aarav Jain","Central"
"O001215","2025-06-20","C00424","Arjun Verma","South"
"O001216","2025-06-09","C00400","Rahul Patel","West"
"O001217","2024-08-05","C00251","Neha Gupta","South"
"O001218","2024-10-06","C00379","Vivaan Jain","North"
"O001219","2024-12-18","C00341","Rahul Reddy","Central"
"O001220","2025-03-28","C00374","Vivaan Reddy","North"
"O001221","2024-10-12","C00220","Anaya Singh","North"
"O001222","2024-10-08","C00037","Kabir Das","East"
"O001223","2024-06-29","C00490","Isha Iyer","East"
"O001224","2024-12-18","C00137","Kiara Mehta","South"
"O001225","2025-05-21","C00428","Isha Das","Central"
"O001226","2025-05-11","C00311","Kiara Nair","West"
"O001227","2025-01-18","C00318","Arjun Sharma","North"
"O001228","2025-05-13","C00276","Neha Nair","South"
"O001229","2024-06-27","C00283","Kiara Singh","North"
"O001230","2024-05-09","C00340","Rohan Khan","East"
"O001231","2025-12-14","C00494","Rahul Gupta","North"
"O001232","2025-12-22","C00289","Vivaan Mehta","Central"
"O001233","2024-06-24","C00061","Neha Iyer","South"
"O001234","2024-03-15","C00301","Rohan Jain","Central"
"O001235","2024-11-10","C00202","Arjun Patel","North"
"O001236","2024-11-29","C00156","Meera Gupta","South"
"O001237","2024-12-16","C00225","Diya Mehta","North"
"O001238","2024-10-12","C00436","Arjun Gupta","South"
"O001239","2024-08-05","C00447","Isha Mehta","East"
"O001240","2024-02-24","C00310","Rohan Jain","Central"
"O001241","2024-02-03","C00412","Vivaan Singh","Central"
"O001242","2024-02-26","C00058","Diya Das","North"
"O001243","2025-12-20","C00320","Rahul Patel","West"
"O001244","2024-01-03","C00275","Kabir Sharma","Central"
"O001245","2024-10-10","C00263","Kiara Nair","West"
"O001246","2024-03-29","C00496","Rohan Reddy","West"
"O001247","2025-09-03","C00248","Anaya Singh","East"
"O001248","2024-12-24","C00339","Anaya Singh","West"
"O001249","2024-04-15","C00111","Rohan Jain","East"
"O001250","2025-09-19","C00260","Kiara Iyer","West"
"O001251","2025-10-02","C00367","Kiara Patel","Central"
"O001252","2025-01-06","C00040","Diya Das","West"
"O001253","2024-04-22","C00497","Isha Iyer","West"
"O001254","2024-07-08","C00192","Diya Khan","East"
"O001255","2025-03-18","C00313","Kabir Khan","South"
"O001256","2024-07-05","C00051","Kiara Das","Central"
"O001257","2024-05-09","C00125","Rohan Das","North"
"O001258","2024-07-01","C00003","Aarav Iyer","North"
"O001259","2025-07-21","C00106","Aarav Patel","Central"
"O001260","2024-08-25","C00168","Vivaan Patel","North"
"O001261","2025-03-27","C00038","Rohan Das","Central"
"O001262","2025-09-07","C00252","Isha Mehta","South"
"O001263","2025-09-26","C00377","Rahul Gupta","East"
"O001264","2024-12-26","C00036","Kabir Mehta","East"
"O001265","2024-05-15","C00238","Anaya Nair","West"
"O001266","2024-03-23","C00436","Arjun Gupta","South"
"O001267","2025-06-23","C00053","Vivaan Nair","South"
"O001268","2025-03-11","C00486","Rahul Sharma","Central"
"O001269","2024-11-13","C00372","Isha Khan","West"
"O001270","2025-04-04","C00028","Diya Das","Central"
"O001271","2025-04-24","C00016","Kiara Verma","North"
"O001272","2025-11-24","C00221","Aarav Reddy","West"
"O001273","2025-01-18","C00230","Rahul Gupta","North"
"O001274","2025-03-18","C00374","Vivaan Reddy","North"
"O001275","2025-10-16","C00008","Rahul Iyer","South"
"O001276","2024-07-28","C00126","Rohan Nair","South"
"O001277","2024-09-12","C00151","Vivaan Iyer","South"
"O001278","2024-09-03","C00088","Arjun Patel","South"
"O001279","2025-07-18","C00478","Kiara Patel","West"
"O001280","2025-02-11","C00040","Diya Das","West"
"O001281","2025-06-21","C00101","Rohan Singh","North"
"O001282","2024-11-01","C00159","Diya Patel","South"
"O001283","2024-02-06","C00394","Kiara Reddy","West"
"O001284","2025-01-24","C00221","Aarav Reddy","West"
"O001285","2024-05-02","C00127","Vivaan Patel","West"
"O001286","2024-03-26","C00370","Arjun Iyer","North"
"O001287","2025-05-03","C00293","Rohan Gupta","Central"
"O001288","2025-04-02","C00341","Rahul Reddy","Central"
"O001289","2025-05-15","C00417","Arjun Jain","Central"
"O001290","2024-07-11","C00095","Meera Singh","East"
"O001291","2024-12-06","C00029","Isha Gupta","West"
"O001292","2024-05-27","C00244","Kiara Verma","North"
"O001293","2024-06-28","C00309","Rohan Sharma","East"
"O001294","2025-11-11","C00173","Rahul Singh","East"
"O001295","2025-07-11","C00317","Meera Das","North"
"O001296","2024-07-24","C00237","Arjun Verma","West"
"O001297","2025-12-05","C00482","Aarav Singh","South"
"O001298","2025-08-24","C00239","Vivaan Reddy","South"
"O001299","2025-05-06","C00003","Aarav Iyer","North"
"O001300","2025-10-28","C00204","Rahul Gupta","South"
"O001301","2024-11-25","C00265","Kiara Das","North"
"O001302","2024-12-11","C00104","Kabir Verma","South"
"O001303","2025-09-17","C00393","Aarav Iyer","West"
"O001304","2025-08-23","C00166","Vivaan Das","South"
"O001305","2025-01-06","C00363","Vivaan Iyer","North"
"O001306","2024-12-07","C00070","Neha Khan","West"
"O001307","2024-09-05","C00100","Anaya Nair","Central"
"O001308","2024-06-06","C00034","Isha Gupta","East"
"O001309","2025-05-18","C00086","Rohan Gupta","West"
"O001310","2024-08-20","C00240","Meera Mehta","East"
"O001311","2024-04-18","C00063","Rahul Khan","Central"
"O001312","2024-11-14","C00298","Neha Iyer","South"
"O001313","2024-10-25","C00368","Kiara Singh","North"
"O001314","2024-07-14","C00012","Neha Nair","West"
"O001315","2025-07-23","C00161","Aarav Iyer","North"
"O001316","2024-05-13","C00082","Diya Nair","North"
"O001317","2024-09-20","C00075","Kabir Patel","West"
"O001318","2024-05-16","C00207","Anaya Das","West"
"O001319","2024-03-30","C00081","Anaya Verma","Central"
"O001320","2025-03-28","C00006","Aarav Sharma","North"
"O001321","2025-10-02","C00474","Vivaan Sharma","Central"
"O001322","2024-04-20","C00072","Rahul Jain","North"
"O001323","2024-03-15","C00289","Vivaan Mehta","Central"
"O001324","2024-07-31","C00098","Neha Das","East"
"O001325","2025-06-15","C00461","Rahul Singh","South"
"O001326","2025-05-12","C00205","Anaya Patel","West"
"O001327","2025-10-18","C00024","Vivaan Das","North"
"O001328","2025-03-26","C00469","Aarav Jain","South"
"O001329","2024-02-21","C00240","Meera Mehta","East"
"O001330","2025-11-04","C00379","Vivaan Jain","North"
"O001331","2025-06-07","C00242","Kiara Verma","West"
"O001332","2025-05-09","C00082","Diya Nair","North"
"O001333","2024-07-22","C00292","Kabir Sharma","West"
"O001334","2025-12-26","C00356","Neha Iyer","East"
"O001335","2025-06-03","C00222","Arjun Das","East"
"O001336","2024-07-27","C00002","Isha Sharma","West"
"O001337","2024-04-29","C00426","Anaya Reddy","North"
"O001338","2024-02-06","C00485","Vivaan Iyer","East"
"O001339","2025-11-11","C00416","Kabir Singh","Central"
"O001340","2025-07-20","C00245","Rahul Gupta","East"
"O001341","2024-12-28","C00459","Neha Khan","North"
"O001342","2025-11-27","C00325","Neha Mehta","West"
"O001343","2025-12-20","C00432","Kabir Das","South"
"O001344","2024-09-15","C00489","Rahul Patel","North"
"O001345","2024-11-10","C00459","Neha Khan","North"
"O001346","2025-09-06","C00318","Arjun Sharma","North"
"O001347","2024-10-23","C00118","Rahul Jain","Central"
"O001348","2024-07-16","C00469","Aarav Jain","South"
"O001349","2025-11-15","C00113","Neha Khan","East"
"O001350","2024-02-07","C00319","Neha Sharma","South"
"O001351","2024-12-01","C00012","Neha Nair","West"
"O001352","2024-05-17","C00463","Isha Khan","North"
"O001353","2025-06-10","C00156","Meera Gupta","South"
"O001354","2025-05-31","C00065","Anaya Nair","South"
"O001355","2024-09-13","C00240","Meera Mehta","East"
"O001356","2024-12-08","C00429","Rohan Verma","Central"
"O001357","2025-08-26","C00193","Arjun Singh","Central"
"O001358","2024-06-24","C00127","Vivaan Patel","West"
"O001359","2025-01-11","C00098","Neha Das","East"
"O001360","2025-07-14","C00238","Anaya Nair","West"
"O001361","2024-05-20","C00155","Vivaan Nair","South"
"O001362","2025-12-23","C00193","Arjun Singh","Central"
"O001363","2025-04-26","C00323","Meera Iyer","Central"
"O001364","2025-10-17","C00023","Diya Nair","East"
"O001365","2024-07-21","C00141","Kabir Verma","North"
"O001366","2024-01-28","C00063","Rahul Khan","Central"
"O001367","2025-10-28","C00031","Diya Sharma","South"
"O001368","2024-07-13","C00357","Anaya Das","South"
"O001369","2025-12-09","C00145","Kabir Jain","Central"
"O001370","2024-01-09","C00424","Arjun Verma","South"
"O001371","2024-05-18","C00204","Rahul Gupta","South"
"O001372","2024-08-24","C00107","Kiara Jain","South"
"O001373","2024-02-02","C00369","Diya Patel","Central"
"O001374","2025-07-20","C00102","Vivaan Mehta","West"
"O001375","2024-04-16","C00036","Kabir Mehta","East"
"O001376","2024-11-07","C00482","Aarav Singh","South"
"O001377","2024-11-06","C00344","Anaya Iyer","Central"
"O001378","2024-01-28","C00482","Aarav Singh","South"
"O001379","2024-06-13","C00367","Kiara Patel","Central"
"O001380","2024-02-12","C00416","Kabir Singh","Central"
"O001381","2025-01-09","C00211","Rahul Das","West"
"O001382","2025-09-27","C00025","Vivaan Singh","South"
"O001383","2025-09-23","C00147","Kabir Gupta","North"
"O001384","2024-02-16","C00453","Rahul Verma","South"
"O001385","2024-03-05","C00300","Rahul Jain","South"
"O001386","2024-05-09","C00306","Anaya Sharma","South"
"O001387","2024-04-13","C00409","Diya Verma","North"
"O001388","2025-03-28","C00275","Kabir Sharma","Central"
"O001389","2024-11-28","C00483","Kabir Nair","North"
"O001390","2024-12-27","C00434","Kabir Nair","South"
"O001391","2025-11-04","C00321","Diya Jain","South"
"O001392","2025-02-20","C00059","Aarav Patel","South"
"O001393","2024-03-14","C00308","Meera Gupta","Central"
"O001394","2025-02-17","C00313","Kabir Khan","South"
"O001395","2024-06-04","C00267","Meera Mehta","West"
"O001396","2025-12-01","C00276","Neha Nair","South"
"O001397","2025-04-24","C00200","Arjun Nair","North"
"O001398","2025-04-04","C00056","Rohan Reddy","South"
"O001399","2025-09-05","C00484","Aarav Das","East"
"O001400","2024-11-24","C00325","Neha Mehta","West"
"O001401","2024-05-24","C00404","Vivaan Das","Central"
"O001402","2025-10-22","C00120","Isha Jain","South"
"O001403","2025-08-18","C00090","Isha Nair","West"
"O001404","2024-02-08","C00309","Rohan Sharma","East"
"O001405","2024-04-25","C00484","Aarav Das","East"
"O001406","2024-01-15","C00345","Diya Mehta","West"
"O001407","2025-08-22","C00121","Rohan Das","Central"
"O001408","2024-04-10","C00214","Kiara Das","West"
"O001409","2024-10-30","C00256","Rohan Reddy","North"
"O001410","2025-09-06","C00236","Arjun Patel","South"
"O001411","2024-10-07","C00473","Anaya Reddy","North"
"O001412","2024-10-17","C00077","Anaya Verma","North"
"O001413","2025-07-15","C00091","Meera Das","East"
"O001414","2024-03-30","C00456","Isha Singh","South"
"O001415","2024-10-11","C00383","Diya Reddy","Central"
"O001416","2025-05-03","C00469","Aarav Jain","South"
"O001417","2024-04-23","C00142","Vivaan Iyer","East"
"O001418","2025-02-23","C00098","Neha Das","East"
"O001419","2024-03-03","C00459","Neha Khan","North"
"O001420","2024-02-14","C00251","Neha Gupta","South"
"O001421","2025-08-03","C00348","Isha Gupta","Central"
"O001422","2025-03-30","C00166","Vivaan Das","South"
"O001423","2025-05-27","C00262","Aarav Das","West"
"O001424","2025-11-24","C00229","Neha Gupta","Central"
"O001425","2025-04-29","C00217","Rohan Iyer","North"
"O001426","2025-12-23","C00042","Vivaan Mehta","Central"
"O001427","2025-05-07","C00290","Aarav Khan","South"
"O001428","2025-12-27","C00407","Neha Verma","North"
"O001429","2025-03-27","C00051","Kiara Das","Central"
"O001430","2025-03-01","C00261","Rohan Gupta","Central"
"O001431","2025-01-26","C00400","Rahul Patel","West"
"O001432","2025-11-25","C00072","Rahul Jain","North"
"O001433","2025-09-02","C00170","Aarav Gupta","West"
"O001434","2025-02-18","C00442","Kiara Nair","West"
"O001435","2024-05-22","C00350","Rahul Sharma","East"
"O001436","2025-02-24","C00083","Anaya Nair","Central"
"O001437","2025-06-23","C00262","Aarav Das","West"
"O001438","2025-10-15","C00414","Rahul Nair","East"
"O001439","2024-05-19","C00010","Vivaan Iyer","West"
"O001440","2024-07-09","C00177","Aarav Sharma","South"
"O001441","2024-02-16","C00274","Kabir Reddy","North"
"O001442","2024-03-27","C00399","Rahul Khan","West"
"O001443","2024-02-09","C00151","Vivaan Iyer","South"
"O001444","2025-03-06","C00432","Kabir Das","South"
"O001445","2025-09-28","C00394","Kiara Reddy","West"
"O001446","2024-09-05","C00171","Neha Gupta","South"
"O001447","2025-06-14","C00395","Kabir Iyer","North"
"O001448","2024-12-08","C00039","Vivaan Verma","North"
"O001449","2025-09-27","C00364","Vivaan Das","South"
"O001450","2025-08-28","C00099","Diya Das","Central"
"O001451","2025-04-26","C00249","Kabir Khan","North"
"O001452","2025-06-02","C00205","Anaya Patel","West"
"O001453","2025-10-04","C00404","Vivaan Das","Central"
"O001454","2024-06-07","C00428","Isha Das","Central"
"O001455","2024-05-23","C00411","Rohan Sharma","South"
"O001456","2024-03-17","C00315","Isha Sharma","South"
"O001457","2025-08-19","C00122","Aarav Mehta","South"
"O001458","2025-08-04","C00095","Meera Singh","East"
"O001459","2024-11-23","C00357","Anaya Das","South"
"O001460","2024-06-27","C00355","Aarav Nair","South"
"O001461","2025-12-15","C00281","Isha Sharma","East"
"O001462","2025-04-04","C00289","Vivaan Mehta","Central"
"O001463","2024-03-30","C00289","Vivaan Mehta","Central"
"O001464","2024-02-01","C00417","Arjun Jain","Central"
"O001465","2024-12-15","C00041","Kabir Nair","East"
"O001466","2024-07-08","C00172","Meera Gupta","North"
"O001467","2025-11-11","C00466","Rohan Singh","South"
"O001468","2025-10-22","C00384","Rohan Khan","Central"
"O001469","2025-11-24","C00306","Anaya Sharma","South"
"O001470","2025-11-26","C00259","Vivaan Sharma","East"
"O001471","2024-11-26","C00326","Isha Patel","East"
"O001472","2025-12-29","C00148","Vivaan Das","South"
"O001473","2024-05-19","C00270","Arjun Verma","West"
"O001474","2025-03-27","C00136","Kiara Iyer","Central"
"O001475","2024-07-29","C00098","Neha Das","East"
"O001476","2025-08-13","C00292","Kabir Sharma","West"
"O001477","2025-09-23","C00303","Kabir Patel","North"
"O001478","2025-02-05","C00027","Aarav Mehta","Central"
"O001479","2024-09-06","C00306","Anaya Sharma","South"
"O001480","2025-06-11","C00093","Meera Verma","East"
"O001481","2024-01-10","C00316","Anaya Das","West"
"O001482","2024-06-27","C00075","Kabir Patel","West"
"O001483","2024-04-21","C00211","Rahul Das","West"
"O001484","2025-10-21","C00084","Kabir Nair","East"
"O001485","2025-08-31","C00018","Rahul Jain","West"
"O001486","2025-10-03","C00127","Vivaan Patel","West"
"O001487","2025-11-29","C00442","Kiara Nair","West"
"O001488","2024-07-23","C00111","Rohan Jain","East"
"O001489","2024-11-08","C00496","Rohan Reddy","West"
"O001490","2024-03-10","C00424","Arjun Verma","South"
"O001491","2024-06-08","C00148","Vivaan Das","South"
"O001492","2025-02-07","C00015","Vivaan Iyer","South"
"O001493","2025-04-07","C00220","Anaya Singh","North"
"O001494","2024-07-30","C00082","Diya Nair","North"
"O001495","2025-11-21","C00045","Kiara Reddy","South"
"O001496","2024-02-21","C00233","Rahul Patel","West"
"O001497","2025-01-03","C00333","Kiara Patel","South"
"O001498","2025-02-09","C00497","Isha Iyer","West"
"O001499","2024-03-28","C00388","Kiara Reddy","Central"
"O001500","2025-05-20","C00049","Neha Nair","North"
"O001501","2025-07-13","C00273","Kiara Verma","Central"
"O001502","2025-11-29","C00475","Isha Mehta","South"
"O001503","2024-03-18","C00367","Kiara Patel","Central"
"O001504","2024-04-14","C00499","Diya Nair","South"
"O001505","2025-09-25","C00120","Isha Jain","South"
"O001506","2024-04-13","C00380","Vivaan Iyer","Central"
"O001507","2025-01-01","C00143","Kabir Iyer","West"
"O001508","2024-01-14","C00189","Meera Das","Central"
"O001509","2025-12-24","C00066","Rahul Sharma","East"
"O001510","2024-01-22","C00157","Anaya Singh","North"
"O001511","2025-09-12","C00455","Kabir Singh","North"
"O001512","2025-05-04","C00195","Kiara Sharma","Central"
"O001513","2025-09-14","C00177","Aarav Sharma","South"
"O001514","2024-08-26","C00216","Kiara Verma","West"
"O001515","2025-04-25","C00416","Kabir Singh","Central"
"O001516","2025-12-03","C00334","Kiara Patel","East"
"O001517","2024-06-17","C00147","Kabir Gupta","North"
"O001518","2024-02-09","C00395","Kabir Iyer","North"
"O001519","2025-12-28","C00466","Rohan Singh","South"
"O001520","2025-07-19","C00053","Vivaan Nair","South"
"O001521","2025-06-26","C00362","Arjun Sharma","North"
"O001522","2024-07-07","C00149","Arjun Nair","East"
"O001523","2024-06-23","C00218","Meera Verma","West"
"O001524","2025-01-17","C00467","Rohan Khan","Central"
"O001525","2024-03-07","C00166","Vivaan Das","South"
"O001526","2025-02-25","C00277","Rohan Gupta","West"
"O001527","2024-08-11","C00302","Arjun Reddy","West"
"O001528","2025-08-20","C00231","Aarav Jain","West"
"O001529","2024-09-30","C00005","Meera Sharma","Central"
"O001530","2024-07-22","C00485","Vivaan Iyer","East"
"O001531","2025-08-16","C00210","Neha Jain","Central"
"O001532","2025-01-08","C00416","Kabir Singh","Central"
"O001533","2024-12-11","C00241","Anaya Reddy","South"
"O001534","2025-04-14","C00399","Rahul Khan","West"
"O001535","2025-09-17","C00348","Isha Gupta","Central"
"O001536","2024-12-28","C00475","Isha Mehta","South"
"O001537","2025-06-25","C00394","Kiara Reddy","West"
"O001538","2025-07-21","C00423","Kiara Das","Central"
"O001539","2025-03-11","C00009","Anaya Sharma","South"
"O001540","2025-02-17","C00363","Vivaan Iyer","North"
"O001541","2024-01-06","C00203","Anaya Gupta","West"
"O001542","2025-11-28","C00121","Rohan Das","Central"
"O001543","2025-11-21","C00094","Kabir Sharma","Central"
"O001544","2024-12-18","C00429","Rohan Verma","Central"
"O001545","2025-01-13","C00287","Isha Das","Central"
"O001546","2024-08-25","C00112","Arjun Mehta","West"
"O001547","2025-06-15","C00229","Neha Gupta","Central"
"O001548","2025-07-16","C00081","Anaya Verma","Central"
"O001549","2024-05-30","C00030","Anaya Patel","South"
"O001550","2024-10-10","C00243","Anaya Gupta","North"
"O001551","2024-08-22","C00092","Neha Sharma","East"
"O001552","2024-01-06","C00434","Kabir Nair","South"
"O001553","2025-03-14","C00299","Rohan Verma","Central"
"O001554","2025-12-31","C00450","Neha Verma","South"
"O001555","2024-11-29","C00138","Neha Verma","West"
"O001556","2025-01-12","C00017","Diya Nair","East"
"O001557","2024-12-18","C00055","Vivaan Jain","South"
"O001558","2025-12-25","C00281","Isha Sharma","East"
"O001559","2024-10-21","C00223","Arjun Jain","Central"
"O001560","2025-04-21","C00094","Kabir Sharma","Central"
"O001561","2024-06-23","C00317","Meera Das","North"
"O001562","2025-10-31","C00488","Aarav Jain","Central"
"O001563","2024-04-25","C00414","Rahul Nair","East"
"O001564","2025-04-05","C00078","Neha Singh","Central"
"O001565","2024-11-12","C00214","Kiara Das","West"
"O001566","2024-06-13","C00331","Aarav Iyer","South"
"O001567","2025-07-10","C00047","Diya Mehta","West"
"O001568","2025-10-13","C00332","Anaya Reddy","North"
"O001569","2024-09-18","C00014","Isha Reddy","North"
"O001570","2025-06-26","C00387","Aarav Singh","Central"
"O001571","2025-09-04","C00312","Meera Das","South"
"O001572","2024-11-20","C00291","Neha Sharma","Central"
"O001573","2024-02-28","C00074","Arjun Gupta","South"
"O001574","2025-10-15","C00131","Meera Nair","East"
"O001575","2025-09-21","C00395","Kabir Iyer","North"
"O001576","2025-11-30","C00447","Isha Mehta","East"
"O001577","2025-11-29","C00212","Kiara Patel","East"
"O001578","2025-08-17","C00197","Arjun Nair","North"
"O001579","2024-11-26","C00478","Kiara Patel","West"
"O001580","2025-09-19","C00018","Rahul Jain","West"
"O001581","2024-07-14","C00035","Arjun Verma","East"
"O001582","2025-05-31","C00052","Meera Mehta","Central"
"O001583","2024-01-12","C00444","Diya Mehta","North"
"O001584","2025-08-04","C00442","Kiara Nair","West"
"O001585","2025-12-01","C00075","Kabir Patel","West"
"O001586","2024-01-19","C00453","Rahul Verma","South"
"O001587","2024-12-08","C00446","Meera Iyer","Central"
"O001588","2025-01-13","C00226","Vivaan Iyer","West"
"O001589","2024-10-24","C00335","Kiara Mehta","West"
"O001590","2025-10-09","C00070","Neha Khan","West"
"O001591","2024-01-15","C00149","Arjun Nair","East"
"O001592","2024-11-25","C00387","Aarav Singh","Central"
"O001593","2025-08-15","C00072","Rahul Jain","North"
"O001594","2024-02-10","C00474","Vivaan Sharma","Central"
"O001595","2024-05-27","C00448","Anaya Nair","West"
"O001596","2025-08-01","C00071","Anaya Das","South"
"O001597","2024-02-23","C00020","Rahul Nair","North"
"O001598","2025-10-05","C00303","Kabir Patel","North"
"O001599","2024-04-19","C00484","Aarav Das","East"
"O001600","2024-11-29","C00452","Vivaan Khan","Central"
"O001601","2025-09-21","C00374","Vivaan Reddy","North"
"O001602","2024-05-06","C00453","Rahul Verma","South"
"O001603","2024-12-11","C00152","Arjun Das","North"
