customer_id,customer_name,email,region,city,signup_date,segment,lifetime_value,order_frequency,avg_order_value,total_profit,first_order_date,last_order_date,customer_tenure_days
C005332,Tanvi Roy,c005332@mail.com,West,Mumbai,2024-11-10,Consumer,86948.1,1.0,86948.1,33282.78,2024-10-05,2024-10-05,1.0
C005333,Kabir Saxena,c005333@mail.com,South,Bengaluru,2024-04-03,Home Office,584510.37,7.0,83501.48142857142,165717.36000000002,2024-01-15,2025-06-17,519.0
C005334,Riya Iyer,c005334@mail.com,North,Delhi,2023-09-24,Consumer,686073.24,4.0,171518.31,251478.14000000007,2024-11-07,2025-07-22,257.0
C005335,Anaya Iyer,c005335@mail.com,South,Hyderabad,2022-09-14,Consumer,70821.67,2.0,35410.835,16951.680000000004,2024-12-31,2025-07-12,193.0
C005336,Anaya Roy,c005336@mail.com,West,Ahmedabad,2024-08-28,Consumer,391417.02,7.0,55916.717142857146,119693.59000000001,2024-03-24,2025-12-08,624.0
C005337,Nitya Yadav,c005337@mail.com,West,Pune,2025-03-10,Home Office,295227.57999999996,6.0,49204.59666666666,94926.45,2024-03-19,2025-09-10,540.0
C005338,Diya Patel,c005338@mail.com,West,Pune,2023-04-16,Home Office,532010.57,7.0,76001.51,151244.49,2024-04-22,2025-09-06,502.0
C005339,Kiara Malhotra,c005339@mail.com,West,Pune,2024-08-29,Corporate,1033239.78,12.0,86103.315,405664.11,2024-01-09,2025-11-07,668.0
C005340,Diya Bose,c005340@mail.com,South,Chennai,2023-12-08,Consumer,330025.72,6.0,55004.28666666666,103760.48999999999,2024-06-18,2025-10-23,492.0
C005341,Rahul Singh,c005341@mail.com,South,Bengaluru,2023-04-22,Home Office,749175.82,9.0,83241.75777777778,226943.86000000002,2024-05-09,2025-11-30,570.0
C005342,Pooja Jain,c005342@mail.com,North,Chandigarh,2023-02-02,Consumer,469444.66,5.0,93888.932,155493.08999999997,2024-01-10,2025-08-01,569.0
C005343,Vivaan Gupta,c005343@mail.com,West,Pune,2023-08-27,Consumer,698619.89,7.0,99802.84142857142,228184.41999999998,2024-03-20,2025-09-21,550.0
C005344,Kabir Reddy,c005344@mail.com,East,Bhubaneswar,2023-05-07,Consumer,329879.42000000004,5.0,65975.884,128492.18,2024-05-12,2025-06-06,390.0
C005345,Varun Chopra,c005345@mail.com,South,Bengaluru,2024-01-11,Consumer,761228.76,9.0,84580.97333333333,280709.25,2024-02-09,2025-11-08,638.0
C005346,Pooja Roy,c005346@mail.com,North,Chandigarh,2022-06-26,Consumer,283233.3,3.0,94411.09999999999,59524.75000000001,2024-03-20,2025-07-09,476.0
C005347,Arjun Khan,c005347@mail.com,West,Ahmedabad,2023-07-27,Consumer,694341.1799999999,9.0,77149.01999999999,251108.75,2024-04-20,2025-10-13,541.0
C005348,Arjun Nair,c005348@mail.com,West,Mumbai,2024-06-08,Corporate,216313.52000000002,4.0,54078.380000000005,70750.47,2024-03-13,2025-10-31,597.0
C005349,Nikhil Gupta,c005349@mail.com,West,Ahmedabad,2024-10-11,Consumer,273089.53,6.0,45514.92166666667,53602.50999999997,2024-01-06,2025-12-26,720.0
C005350,Nitya Iyer,c005350@mail.com,North,Jaipur,2022-12-03,Consumer,428624.71,7.0,61232.101428571434,143780.63,2024-03-25,2025-12-30,645.0
C005351,Tanvi Chopra,c005351@mail.com,Central,Nagpur,2023-12-22,Consumer,436204.44000000006,5.0,87240.888,167105.45,2024-10-21,2025-08-07,290.0
C005352,Kabir Kulkarni,c005352@mail.com,West,Ahmedabad,2022-12-29,Consumer,173466.97999999998,5.0,34693.39599999999,47325.119999999995,2024-02-23,2025-12-15,661.0
C005353,Diya Patel,c005353@mail.com,West,Mumbai,2024-08-05,Home Office,447871.68999999994,7.0,63981.66999999999,138213.21999999997,2024-03-15,2025-11-28,623.0
C005354,Rohan Gupta,c005354@mail.com,West,Mumbai,2023-03-02,Consumer,109720.47,4.0,27430.1175,33022.95,2024-03-20,2025-08-26,524.0
C005355,Tanvi Saxena,c005355@mail.com,Central,Unknown,2024-03-19,Consumer,290165.74,6.0,48360.956666666665,87478.79999999999,2024-03-26,2025-07-15,476.0
C005356,Anaya Sharma,c005356@mail.com,Central,Nagpur,2023-06-03,Consumer,616641.31,7.0,88091.61571428573,177389.81,2024-03-29,2025-10-15,565.0
C005357,Pooja Reddy,c005357@mail.com,East,Bhubaneswar,2022-11-17,Consumer,472199.62,8.0,59024.9525,160989.53,2024-06-16,2025-12-30,562.0
C005358,Aarav Jain,c005358@mail.com,South,Chennai,2023-11-23,Consumer,448724.68,5.0,89744.936,143218.26999999996,2024-01-24,2025-10-18,633.0
C005359,Aarav Mehta,c005359@mail.com,South,Hyderabad,2024-01-19,Consumer,616363.1799999999,6.0,102727.19666666666,201551.69,2024-02-04,2025-09-28,602.0
C005360,Nikhil Yadav,c005360@mail.com,West,Ahmedabad,2024-03-30,Home Office,411108.02,7.0,58729.717142857146,159710.69,2024-03-26,2025-06-10,441.0
C005361,Riya Khan,c005361@mail.com,West,Ahmedabad,2024-08-07,Corporate,123496.09,7.0,17642.29857142857,32511.21,2024-03-16,2025-10-21,584.0
C005362,Rahul Khan,c005362@mail.com,North,Jaipur,2024-03-21,Corporate,26854.129999999997,2.0,13427.064999999999,5565.579999999999,2024-02-13,2024-07-24,162.0
C005363,Diya Iyer,c005363@mail.com,North,Delhi,2024-10-18,Consumer,482974.49,10.0,48297.449,152432.54,2024-03-16,2025-10-21,584.0
C005364,Nikhil Kulkarni,c005364@mail.com,Central,Nagpur,2023-05-24,Home Office,807404.44,8.0,100925.555,269999.93,2024-07-24,2025-10-14,447.0
C005365,Nikhil Nair,c005365@mail.com,Central,Indore,2023-09-03,Corporate,319637.37,5.0,63927.474,88685.52000000002,2024-02-17,2025-12-21,673.0
C005366,Rahul Verma,c005366@mail.com,Central,Indore,2023-08-02,Consumer,487952.0,5.0,97590.4,205012.40000000002,2024-05-10,2025-12-18,587.0
C005367,Rohan Bose,c005367@mail.com,South,Hyderabad,2023-11-25,Consumer,245443.15,4.0,61360.7875,68966.81,2024-06-08,2025-12-08,548.0
C005368,Diya Singh,c005368@mail.com,West,Mumbai,2022-06-18,Consumer,568787.9400000001,7.0,81255.42000000001,228073.15000000002,2024-03-30,2025-08-13,501.0
C005369,Riya Mehta,c005369@mail.com,West,Mumbai,2024-10-22,Consumer,194236.63999999998,4.0,48559.159999999996,67388.06,2024-05-18,2025-08-02,441.0
C005370,Vivaan Yadav,c005370@mail.com,South,Bengaluru,2023-09-18,Home Office,152836.13,6.0,25472.688333333335,31584.39,2024-03-10,2025-04-20,406.0
C005371,Nikhil Verma,c005371@mail.com,North,Chandigarh,2023-10-27,Corporate,130386.40000000001,6.0,21731.06666666667,33105.909999999996,2024-04-05,2025-10-14,557.0
C005372,Kiara Patel,c005372@mail.com,Central,Indore,2024-11-18,Corporate,62899.67,1.0,62899.67,17771.83,2025-11-27,2025-11-27,1.0
C005373,Isha Iyer,c005373@mail.com,North,Delhi,2023-07-12,Consumer,376236.21,6.0,62706.035,145288.69,2024-03-26,2025-12-07,621.0
C005374,Diya Bose,c005374@mail.com,East,Patna,2023-07-07,Consumer,262636.07999999996,3.0,87545.35999999999,119077.15999999999,2025-04-09,2025-09-21,165.0
C005375,Kiara Gupta,c005375@mail.com,West,Ahmedabad,2023-11-10,Consumer,377596.05000000005,9.0,41955.11666666667,117458.27,2024-03-09,2025-05-31,448.0
C005376,Isha Nair,c005376@mail.com,West,Pune,2025-01-30,Consumer,275576.36,11.0,25052.396363636362,99437.72,2024-06-25,2025-10-12,474.0
C005377,Saanvi Sharma,c005377@mail.com,South,Bengaluru,2022-11-01,Consumer,730129.0800000001,9.0,81125.45333333334,238055.99,2024-08-14,2025-11-04,447.0
C005378,Kiara Khan,c005378@mail.com,West,Pune,2022-07-06,Consumer,84921.67,3.0,28307.22333333333,26939.19,2024-06-01,2025-06-21,385.0
C005379,Nikhil Mehta,c005379@mail.com,North,Delhi,2022-05-10,Consumer,591926.29,8.0,73990.78625,147171.84,2024-03-26,2025-11-26,610.0
C005380,Diya Chopra,c005380@mail.com,West,Pune,2024-06-03,Consumer,348478.59,5.0,69695.71800000001,109924.23999999999,2024-06-13,2025-10-25,499.0
C005381,Riya Patel,c005381@mail.com,North,Chandigarh,2022-01-13,Consumer,511272.37,10.0,51127.237,188898.56,2024-06-20,2025-11-18,516.0
C005382,Pooja Roy,c005382@mail.com,West,Pune,2024-04-29,Consumer,400043.65,5.0,80008.73000000001,152658.59000000003,2024-01-27,2025-09-08,590.0
C005383,Riya Malhotra,c005383@mail.com,West,Mumbai,2024-11-27,Corporate,242900.22000000003,6.0,40483.37,87012.36,2024-04-08,2025-12-25,626.0
C005384,Meera Singh,c005384@mail.com,North,Delhi,2024-03-28,Consumer,183008.14,4.0,45752.035,63719.74000000001,2024-03-07,2025-12-18,651.0
C005385,Saanvi Kulkarni,c005385@mail.com,South,Bengaluru,2022-07-24,Consumer,371555.32999999996,3.0,123851.77666666666,146886.28999999998,2024-04-28,2025-09-13,503.0
C005386,Anaya Bhat,c005386@mail.com,West,Ahmedabad,2024-03-06,Home Office,367274.45,7.0,52467.77857142857,124849.64,2024-02-16,2025-06-29,499.0
C005387,Aarav Nair,c005387@mail.com,North,Jaipur,2023-06-16,Consumer,706585.26,6.0,117764.21,193261.3,2024-09-01,2025-08-26,359.0
C005388,Saanvi Verma,c005388@mail.com,North,Chandigarh,2022-01-27,Corporate,272030.71,4.0,68007.6775,98206.8,2024-01-04,2025-02-25,418.0
C005389,Isha Bose,c005389@mail.com,South,Chennai,2022-08-26,Consumer,737582.3900000001,7.0,105368.91285714287,284012.98,2024-02-13,2025-11-11,637.0
C005390,Rohan Patel,c005390@mail.com,Central,Nagpur,2024-06-09,Consumer,683358.69,7.0,97622.67,213795.37,2024-05-28,2025-12-10,561.0
C005391,Rahul Das,c005391@mail.com,East,Patna,2023-11-05,Consumer,373754.17,7.0,53393.45285714285,144540.92,2024-01-27,2025-10-20,632.0
C005392,Diya Sharma,c005392@mail.com,South,Hyderabad,2023-08-23,Consumer,264722.8,6.0,44120.46666666667,113740.56,2024-03-18,2025-06-21,460.0
C005393,Vivaan Roy,c005393@mail.com,Central,Nagpur,2024-07-20,Corporate,203857.5,3.0,67952.5,47519.5,2024-04-30,2025-06-30,426.0
C005394,Kiara Kulkarni,c005394@mail.com,East,Bhubaneswar,2023-09-22,Consumer,25358.300000000003,2.0,12679.150000000001,8942.370000000003,2024-03-28,2024-06-10,74.0
C005395,Nikhil Saxena,c005395@mail.com,South,Chennai,2025-03-07,Consumer,273562.06,7.0,39080.294285714284,96297.66,2024-05-24,2025-09-23,487.0
C005396,Rahul Jain,c005396@mail.com,South,Hyderabad,2022-03-03,Consumer,423949.03,5.0,84789.80600000001,155675.45,2024-05-03,2025-04-23,355.0
C005397,Tanvi Kulkarni,c005397@mail.com,South,Chennai,2022-12-10,Corporate,296614.19999999995,3.0,98871.39999999998,80396.61000000002,2024-07-28,2025-07-09,346.0
C005398,Diya Mehta,c005398@mail.com,South,Hyderabad,2022-08-15,Consumer,69331.42,2.0,34665.71,29306.09,2024-02-11,2024-06-28,138.0
C005399,Vivaan Patel,c005399@mail.com,West,Mumbai,2023-05-12,Consumer,347045.22,7.0,49577.888571428564,105435.92000000001,2024-01-11,2025-09-22,620.0
C005400,Rahul Roy,c005400@mail.com,North,Chandigarh,2024-12-29,Consumer,240766.88,8.0,30095.86,82869.73999999999,2024-04-19,2025-11-21,581.0
C005401,Arjun Patel,c005401@mail.com,West,Pune,2023-05-07,Corporate,365498.27,4.0,91374.5675,79182.17000000003,2024-01-27,2025-01-25,364.0
C005402,Nikhil Das,c005402@mail.com,North,Chandigarh,2023-01-14,Consumer,759794.8200000001,5.0,151958.964,202662.11000000007,2024-01-22,2025-07-20,545.0
C005403,Rahul Chopra,c005403@mail.com,South,Bengaluru,2022-04-12,Home Office,293236.43,5.0,58647.286,93468.65000000001,2024-02-19,2025-10-04,593.0
C005404,Kiara Patel,c005404@mail.com,North,Delhi,2023-04-18,Consumer,196750.57,2.0,98375.285,56201.76000000001,2025-04-10,2025-12-29,263.0
C005405,Kabir Mehta,c005405@mail.com,East,Patna,2022-10-02,Consumer,166258.53,4.0,41564.6325,62085.40999999999,2024-03-09,2025-01-03,300.0
C005406,Diya Singh,c005406@mail.com,West,Pune,2022-08-16,Consumer,450489.13,5.0,90097.826,143912.0,2024-03-26,2025-11-26,610.0
C005407,Kabir Singh,c005407@mail.com,South,Chennai,2022-06-10,Consumer,186249.39,4.0,46562.3475,64977.94,2024-01-12,2025-06-02,507.0
C005408,Meera Kulkarni,c005408@mail.com,North,Delhi,2024-01-29,Consumer,256258.84000000003,4.0,64064.71000000001,78740.58000000002,2024-04-18,2025-07-25,463.0
C005409,Varun Saxena,c005409@mail.com,South,Chennai,2024-04-30,Consumer,207450.22999999998,3.0,69150.07666666666,72651.66000000002,2024-12-03,2025-06-20,199.0
C005410,Isha Gupta,c005410@mail.com,West,Ahmedabad,2024-06-07,Corporate,29524.64,2.0,14762.32,8422.460000000001,2025-03-17,2025-11-24,252.0
C005411,Anaya Iyer,c005411@mail.com,South,Unknown,2022-03-06,Corporate,333927.5,8.0,41740.9375,129488.47,2024-05-29,2025-11-23,543.0
C005412,Tanvi Saxena,c005412@mail.com,West,Ahmedabad,2025-01-10,Consumer,446166.39,8.0,55770.79875,141750.31,2024-02-04,2025-12-12,677.0
C005413,Anaya Das,c005413@mail.com,South,Hyderabad,2023-09-01,Consumer,74798.9,4.0,18699.725,23810.620000000003,2024-03-01,2024-12-13,287.0
C005414,Pooja Roy,c005414@mail.com,North,Jaipur,2023-11-06,Consumer,448232.2,6.0,74705.36666666667,150926.97999999998,2024-06-10,2025-09-14,461.0
C005415,Arjun Kulkarni,c005415@mail.com,West,Mumbai,2024-11-18,Consumer,176088.08,5.0,35217.615999999995,57708.21000000001,2024-03-06,2025-12-14,648.0
C005416,Pooja Nair,c005416@mail.com,East,Kolkata,2022-11-27,Corporate,270718.20999999996,4.0,67679.55249999999,93433.21999999999,2024-04-17,2025-12-12,604.0
C005417,Aditya Kulkarni,c005417@mail.com,North,Jaipur,2023-08-28,Home Office,247022.66000000003,4.0,61755.66500000001,77630.25000000003,2024-01-29,2025-10-29,639.0
C005418,Nitya Mehta,c005418@mail.com,Central,Bhopal,2022-03-27,Consumer,138523.55000000002,4.0,34630.887500000004,57373.58,2024-08-29,2025-10-13,410.0
C005419,Tanvi Bose,c005419@mail.com,North,Delhi,2023-08-14,Consumer,10755.689999999999,2.0,5377.844999999999,2521.81,2024-03-10,2025-09-26,565.0
C005420,Kabir Sharma,c005420@mail.com,South,Chennai,2022-11-16,Consumer,265098.19,4.0,66274.5475,67401.45,2024-07-20,2025-08-25,401.0
C005421,Kiara Bose,c005421@mail.com,South,Chennai,2022-08-07,Corporate,399682.7,7.0,57097.52857142857,123330.96,2024-07-17,2025-12-21,522.0
C005422,Kiara Das,c005422@mail.com,East,Kolkata,2024-01-13,Consumer,274264.0,7.0,39180.57142857143,74718.06,2024-06-02,2025-03-27,298.0
C005423,Nitya Das,c005423@mail.com,West,Pune,2022-06-06,Corporate,293478.74,6.0,48913.12333333333,107546.59999999999,2024-04-10,2025-11-18,587.0
C005424,Saanvi Iyer,c005424@mail.com,North,Chandigarh,2025-03-14,Corporate,192819.93,6.0,32136.655,65569.89,2024-05-17,2025-11-16,548.0
C005425,Aarav Bhat,c005425@mail.com,Central,Bhopal,2022-10-06,Consumer,91364.58,4.0,22841.145,33549.3,2024-05-12,2025-12-17,584.0
C005426,Arjun Iyer,c005426@mail.com,West,Ahmedabad,2022-04-06,Consumer,396785.98,5.0,79357.196,108736.96,2024-05-05,2025-01-23,263.0
C005427,Aarav Kulkarni,c005427@mail.com,Central,Indore,2023-06-20,Consumer,269996.7,7.0,38570.95714285714,79955.62,2024-09-30,2025-12-11,437.0
C005428,Rahul Malhotra,c005428@mail.com,West,Ahmedabad,2023-04-12,Consumer,1104168.9100000001,10.0,110416.89100000002,418199.62,2024-02-19,2025-10-10,599.0
C005429,Pooja Sharma,c005429@mail.com,Central,Bhopal,2024-02-29,Corporate,710980.34,9.0,78997.81555555556,184275.7,2024-04-28,2025-12-14,595.0
C005430,Kabir Mehta,c005430@mail.com,East,Bhubaneswar,2024-03-11,Corporate,526381.41,4.0,131595.3525,143879.72999999998,2024-02-27,2024-10-18,234.0
C005431,Kabir Khan,c005431@mail.com,South,Bengaluru,2023-12-12,Consumer,319452.43,7.0,45636.061428571425,82418.23000000001,2024-09-10,2025-10-22,407.0
C005432,Kiara Verma,c005432@mail.com,South,Bengaluru,2023-11-21,Consumer,607847.8099999999,8.0,75980.97624999999,213024.21,2024-05-06,2025-12-15,588.0
C005433,Neha Iyer,c005433@mail.com,West,Mumbai,2024-07-21,Consumer,667594.06,10.0,66759.406,231720.29,2024-01-07,2025-11-29,692.0
C005434,Diya Saxena,c005434@mail.com,South,Chennai,2024-02-22,Consumer,411986.50999999995,3.0,137328.83666666664,132398.2,2024-02-03,2025-06-10,493.0
C005435,Nitya Nair,c005435@mail.com,West,Pune,2022-06-17,Home Office,273216.50000000006,2.0,136608.25000000003,94559.58000000002,2024-03-04,2024-04-26,53.0
C005436,Kiara Patel,c005436@mail.com,North,Chandigarh,2023-07-10,Home Office,341241.33999999997,7.0,48748.76285714285,123376.87,2024-01-06,2025-05-25,505.0
C005437,Meera Mehta,c005437@mail.com,West,Mumbai,2024-04-05,Consumer,127587.15,5.0,25517.43,43281.04000000001,2024-06-28,2025-10-07,466.0
C005438,Riya Iyer,c005438@mail.com,North,Chandigarh,2022-11-17,Consumer,514969.72,8.0,64371.215,194896.63999999998,2024-01-13,2025-12-21,708.0
C005439,Vivaan Kulkarni,c005439@mail.com,Central,Nagpur,2024-11-02,Corporate,255481.83000000002,6.0,42580.305,89650.76999999999,2024-01-12,2025-08-12,578.0
C005440,Tanvi Gupta,c005440@mail.com,North,Delhi,2023-08-03,Consumer,466550.36,7.0,66650.05142857143,165724.57999999996,2024-11-23,2025-12-09,381.0
C005441,Pooja Kulkarni,c005441@mail.com,North,Chandigarh,2023-01-21,Consumer,367707.74,2.0,183853.87,135411.36000000002,2025-02-18,2025-11-23,278.0
C005442,Aarav Kulkarni,c005442@mail.com,West,Ahmedabad,2023-04-03,Consumer,309221.41000000003,5.0,61844.28200000001,85005.75,2024-04-26,2025-12-27,610.0
C005443,Kiara Verma,c005443@mail.com,West,Pune,2024-01-13,Home Office,297698.65,7.0,42528.37857142858,122813.81,2024-03-29,2025-12-04,615.0
C005444,Tanvi Verma,c005444@mail.com,West,Pune,2024-05-01,Home Office,757525.05,8.0,94690.63125,279042.88,2024-08-28,2025-10-23,421.0
C005445,Neha Roy,c005445@mail.com,Central,Indore,2022-11-03,Corporate,569234.4299999999,8.0,71154.30374999999,194442.52000000002,2025-01-11,2025-12-13,336.0
C005446,Rahul Mehta,c005446@mail.com,South,Hyderabad,2022-07-25,Corporate,411463.49,5.0,82292.698,126122.65,2024-01-31,2025-04-12,437.0
C005447,Anaya Gupta,c005447@mail.com,West,Pune,2022-04-20,Consumer,50991.25,3.0,16997.083333333332,13253.18,2024-09-16,2025-10-27,406.0
C005448,Isha Malhotra,c005448@mail.com,South,Bengaluru,2023-08-19,Consumer,450994.75,7.0,64427.82142857143,171664.7,2024-04-25,2025-12-05,589.0
C005449,Saanvi Jain,c005449@mail.com,East,Kolkata,2025-01-17,Consumer,53412.99,3.0,17804.329999999998,17038.19,2024-01-14,2025-10-21,646.0
C005450,Rohan Chopra,c005450@mail.com,South,Hyderabad,2025-02-24,Consumer,292388.73,3.0,97462.90999999999,85877.10999999999,2024-12-05,2025-07-28,235.0
C005451,Rahul Bose,c005451@mail.com,North,Chandigarh,2023-11-03,Home Office,400084.75,7.0,57154.96428571428,126998.58,2024-01-12,2025-12-13,701.0
C005452,Rahul Khan,c005452@mail.com,East,Kolkata,2023-10-01,Consumer,203589.44,4.0,50897.36,58100.729999999996,2024-01-11,2025-05-11,486.0
C005453,Nikhil Bose,c005453@mail.com,West,Ahmedabad,2023-08-27,Corporate,241725.68,8.0,30215.71,96099.20999999999,2024-01-24,2025-12-09,685.0
C005454,Rahul Chopra,c005454@mail.com,North,Delhi,2022-10-12,Consumer,413163.29,8.0,51645.41125,156445.99,2024-02-24,2025-11-11,626.0
C005455,Riya Sharma,c005455@mail.com,Central,Bhopal,2023-05-15,Consumer,734514.95,8.0,91814.36875,272832.94999999995,2024-05-01,2025-12-09,587.0
C005456,Nitya Jain,c005456@mail.com,East,Kolkata,2025-01-28,Consumer,453863.56999999995,4.0,113465.89249999999,141350.31000000003,2024-06-03,2025-11-20,535.0
C005457,Aditya Iyer,c005457@mail.com,North,Delhi,2024-01-10,Consumer,635571.57,7.0,90795.93857142856,242212.74,2024-11-16,2025-08-31,288.0
C005458,Vivaan Bose,c005458@mail.com,West,Ahmedabad,2022-10-20,Consumer,177140.0,5.0,35428.0,65820.46999999999,2024-06-28,2025-09-19,448.0
C005459,Nikhil Jain,c005459@mail.com,North,Delhi,2022-04-16,Home Office,379668.98,4.0,94917.245,73006.47,2025-01-23,2025-10-22,272.0
C005460,Kiara Bhat,c005460@mail.com,North,Delhi,2024-06-20,Consumer,346042.4,9.0,38449.15555555556,108509.97,2024-08-28,2025-10-27,425.0
C005461,Tanvi Roy,c005461@mail.com,West,Pune,2024-12-19,Home Office,606198.91,7.0,86599.8442857143,222320.61000000002,2024-01-24,2025-08-18,572.0
C005462,Neha Chopra,c005462@mail.com,North,Jaipur,2022-05-12,Corporate,109088.98000000001,3.0,36362.99333333334,46791.28,2024-11-20,2025-11-24,369.0
C005463,Saanvi Das,c005463@mail.com,North,Delhi,2023-03-27,Home Office,414174.67999999993,6.0,69029.11333333333,132497.83,2024-04-07,2025-06-25,444.0
C005464,Aarav Saxena,c005464@mail.com,West,Pune,2024-10-19,Consumer,543375.12,7.0,77625.01714285715,194034.73000000004,2024-01-09,2025-11-16,677.0
C005465,Riya Khan,c005465@mail.com,North,Chandigarh,2022-10-31,Consumer,349463.66,3.0,116487.88666666666,83590.95999999999,2024-02-26,2024-12-23,301.0
C005466,Anaya Mehta,c005466@mail.com,West,Mumbai,2022-08-05,Consumer,279051.87,6.0,46508.645,97358.07,2024-10-03,2025-12-06,429.0
C005467,Vivaan Roy,c005467@mail.com,West,Pune,2023-04-19,Consumer,13182.49,1.0,13182.49,3614.329999999999,2025-12-27,2025-12-27,1.0
C005468,Rahul Iyer,c005468@mail.com,North,Delhi,2023-04-19,Corporate,249146.31,7.0,35592.33,74878.11000000002,2024-03-07,2025-11-12,615.0
C005469,Aditya Kulkarni,c005469@mail.com,East,Patna,2023-08-01,Home Office,569338.55,10.0,56933.855,164941.6,2024-01-16,2025-09-19,612.0
C005470,Aarav Chopra,c005470@mail.com,North,Delhi,2025-03-04,Consumer,478758.27,3.0,159586.09,123859.88999999998,2024-02-28,2025-08-01,520.0
C005471,Diya Gupta,c005471@mail.com,East,Bhubaneswar,2025-03-12,Corporate,265305.36,5.0,53061.072,81855.81,2024-05-03,2025-10-04,519.0
C005472,Pooja Saxena,c005472@mail.com,North,Chandigarh,2023-11-27,Consumer,746475.52,11.0,67861.4109090909,247310.93000000002,2024-05-23,2025-12-18,574.0
C005473,Varun Gupta,c005473@mail.com,Central,Nagpur,2022-04-01,Consumer,581595.28,6.0,96932.54666666668,202057.92,2024-02-17,2025-06-04,473.0
C005474,Rohan Verma,c005474@mail.com,North,Jaipur,2022-11-13,Corporate,427492.98,7.0,61070.42571428571,183433.96,2024-01-09,2025-12-08,699.0
C005475,Varun Reddy,c005475@mail.com,West,Pune,2022-08-05,Consumer,299341.63,3.0,99780.54333333333,98887.6,2024-04-16,2024-11-06,204.0
C005476,Pooja Chopra,c005476@mail.com,North,Delhi,2022-01-01,Consumer,107468.84,4.0,26867.21,34370.85,2024-01-09,2025-05-09,486.0
C005477,Nitya Saxena,c005477@mail.com,North,Chandigarh,2023-04-05,Consumer,639136.52,9.0,71015.16888888889,194101.23,2024-01-17,2025-09-05,597.0
C005478,Aarav Bhat,c005478@mail.com,South,Chennai,2022-01-09,Home Office,284586.85000000003,7.0,40655.26428571429,87869.15000000001,2024-06-26,2025-09-29,460.0
C005479,Rohan Gupta,c005479@mail.com,East,Patna,2023-11-21,Corporate,446920.37,7.0,63845.76714285714,151230.65,2024-07-13,2025-12-29,534.0
C005480,Aditya Iyer,c005480@mail.com,Central,Indore,2022-11-26,Consumer,416643.11,11.0,37876.64636363636,143666.83000000002,2024-06-09,2025-12-16,555.0
C005481,Anaya Patel,c005481@mail.com,North,Jaipur,2024-05-19,Corporate,240874.68000000002,9.0,26763.853333333336,82560.33,2024-01-05,2025-09-14,618.0
C005482,Meera Nair,c005482@mail.com,North,Jaipur,2023-09-25,Consumer,94950.59,3.0,31650.196666666667,28715.090000000007,2024-05-03,2025-03-30,331.0
C005483,Riya Nair,c005483@mail.com,South,Bengaluru,2025-02-14,Consumer,219804.15,6.0,36634.025,55146.46,2024-01-05,2025-03-30,450.0
C005484,Diya Reddy,c005484@mail.com,South,Chennai,2023-08-05,Home Office,251298.28,1.0,251298.28,70634.14,2024-07-14,2024-07-14,1.0
C005485,Kabir Nair,c005485@mail.com,Central,Indore,2022-07-07,Consumer,122911.59999999999,4.0,30727.899999999998,47680.35,2024-03-12,2025-03-07,360.0
C005486,Vivaan Kulkarni,c005486@mail.com,Central,Indore,2025-01-11,Consumer,440884.65,7.0,62983.52142857143,121925.52000000003,2024-03-29,2024-12-16,262.0
C005487,Anaya Chopra,c005487@mail.com,Central,Nagpur,2023-01-06,Consumer,391173.78,6.0,65195.630000000005,150543.04,2024-01-26,2025-11-29,673.0
C005488,Arjun Bose,c005488@mail.com,North,Chandigarh,2024-07-05,Corporate,268071.73,3.0,89357.24333333333,111188.76000000001,2024-09-21,2025-02-20,152.0
C005489,Tanvi Das,c005489@mail.com,South,Hyderabad,2024-07-28,Corporate,377369.75,4.0,94342.4375,146588.83000000002,2024-11-27,2025-12-27,395.0
C005490,Anaya Yadav,c005490@mail.com,West,Mumbai,2025-01-14,Consumer,192972.58,3.0,64324.19333333333,49661.129999999976,2024-07-25,2025-09-28,430.0
C005491,Neha Iyer,c005491@mail.com,South,Hyderabad,2024-02-08,Corporate,840370.85,10.0,84037.08499999999,249690.31999999998,2024-04-13,2025-10-30,565.0
C005492,Rahul Iyer,c005492@mail.com,West,Pune,2023-09-07,Consumer,258826.49000000002,5.0,51765.298,74879.94,2024-07-09,2025-11-09,488.0
C005493,Pooja Verma,c005493@mail.com,South,Hyderabad,2023-04-07,Consumer,97146.0,4.0,24286.5,39540.549999999996,2024-06-14,2024-10-20,128.0
C005494,Pooja Sharma,c005494@mail.com,South,Bengaluru,2023-06-20,Corporate,514663.92,5.0,102932.784,185764.27000000002,2024-07-22,2025-07-31,374.0
C005495,Varun Roy,c005495@mail.com,West,Mumbai,2024-07-25,Consumer,381206.07999999996,5.0,76241.21599999999,145092.63,2024-08-10,2025-11-10,457.0
C005496,Meera Verma,c005496@mail.com,South,Hyderabad,2023-11-11,Consumer,104302.22,7.0,14900.317142857142,25064.850000000002,2024-01-02,2024-10-06,278.0
C005497,Nikhil Saxena,c005497@mail.com,Central,Indore,2022-02-28,Consumer,579600.61,8.0,72450.07625,191539.03999999998,2024-04-13,2025-11-27,593.0
C005498,Rohan Mehta,c005498@mail.com,South,Bengaluru,2023-03-23,Consumer,688062.42,9.0,76451.38,219036.56,2024-02-13,2025-12-20,676.0
C005499,Kiara Patel,c005499@mail.com,North,Delhi,2025-01-01,Home Office,382495.37,6.0,63749.22833333333,134267.01,2024-03-17,2025-12-30,653.0
